1.0392,2.7046,0.041274,0.9141,0.42682,-0.55143,0.043145,0.01298,0.19922,0.048067,-0.26557,-0.097298,0.27841,0.0053204,0.11555
2.7046,7.0389,0.10742,2.379,1.1108,-1.4351,0.11229,0.03378,0.51847,0.12509,-0.69116,-0.25322,0.72456,0.013847,0.30072
0.041274,0.10742,0.0016392,0.036304,0.016951,-0.0219,0.0017135,0.00051549,0.007912,0.001909,-0.010547,-0.0038642,0.011057,0.0002113,0.0045891
0.9141,2.379,0.036304,0.80404,0.37543,-0.48504,0.03795,0.011417,0.17523,0.042279,-0.23359,-0.085583,0.24488,0.0046798,0.10164
0.42682,1.1108,0.016951,0.37543,0.1753,-0.22648,0.01772,0.0053308,0.081819,0.019741,-0.10907,-0.039961,0.11434,0.0021851,0.047457
-0.55143,-1.4351,-0.0219,-0.48504,-0.22648,0.2926,-0.022894,-0.0068871,-0.10571,-0.025505,0.14092,0.051628,-0.14773,-0.0028231,-0.061312
0.043145,0.11229,0.0017135,0.03795,0.01772,-0.022894,0.0017912,0.00053886,0.0082708,0.0019955,-0.011026,-0.0040395,0.011558,0.00022089,0.0047972
0.01298,0.03378,0.00051549,0.011417,0.0053308,-0.0068871,0.00053886,0.00016211,0.0024881,0.00060033,-0.0033168,-0.0012152,0.0034771,6.645e-05,0.0014431
0.19922,0.51847,0.007912,0.17523,0.081819,-0.10571,0.0082708,0.0024881,0.038189,0.0092142,-0.050909,-0.018652,0.053369,0.0010199,0.02215
0.048067,0.12509,0.001909,0.042279,0.019741,-0.025505,0.0019955,0.00060033,0.0092142,0.0022232,-0.012283,-0.0045002,0.012877,0.00024608,0.0053444
-0.26557,-0.69116,-0.010547,-0.23359,-0.10907,0.14092,-0.011026,-0.0033168,-0.050909,-0.012283,0.067865,0.024864,-0.071145,-0.0013596,-0.029528
-0.097298,-0.25322,-0.0038642,-0.085583,-0.039961,0.051628,-0.0040395,-0.0012152,-0.018652,-0.0045002,0.024864,0.0091095,-0.026066,-0.00049813,-0.010818
0.27841,0.72456,0.011057,0.24488,0.11434,-0.14773,0.011558,0.0034771,0.053369,0.012877,-0.071145,-0.026066,0.074584,0.0014253,0.030955
0.0053204,0.013847,0.0002113,0.0046798,0.0021851,-0.0028231,0.00022089,6.645e-05,0.0010199,0.00024608,-0.0013596,-0.00049813,0.0014253,2.7238e-05,0.00059156
0.11555,0.30072,0.0045891,0.10164,0.047457,-0.061312,0.0047972,0.0014431,0.02215,0.0053444,-0.029528,-0.010818,0.030955,0.00059156,0.012847
